sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
P_VM_R2,-6.352681877330234,-5.549259601311935,-1.2746576967306043,-2.137336087692319,-1.9681002470566553,-1.3774932280353687,-0.6977043433000798,-1.0249891775078077,-1.3267085198563098,0.03145319944391049,-0.15369337433349461,0.40475005902165617,1.6214449343120745,-0.278760508415843,-0.21554136754988917,-1.022261175025953,-2.6110481597638096,-6.788742319495979,6.667492375538411,0.23383160160710226,-1.363009504852974,-3.532385159450985e-10,1.345295411893361e-15,-1.0870198372262283e-15,7.76754296885902e-18,-1.1311091504633182e-17,-4.7923577060389216e-17
P_VM_R3,-6.578062659050608,-5.5574825926895235,-1.8623157862551232,-2.1710406572607197,-1.1711449366568485,-1.0813095373286334,-0.31842982637174144,-1.9589883620199582,-2.21881028079737,0.38873019058801955,-0.38031446471970093,-0.8445491890350187,2.18897842514505,-0.18395430502120058,-3.627643165639744,11.354283381174893,-2.270063359872148,-0.1996700002895512,-1.6721490434347832,0.6645513856337363,-0.2826062601709489,5.79414079867963e-10,1.3452954118933573e-15,-1.0870198372262257e-15,7.767542968858081e-18,-1.1311091504633577e-17,-4.7923577060388705e-17
P_PIN_R1,12.90250903931983,-1.8513171098738592,4.688557157460352,4.899048285093004,-1.068563230364282,3.6527467839651053,-4.934910573705667,-1.1113654793102368,-3.4529494291498857,-1.2734788035186335,8.43766484536419,-0.5588746402644421,1.5979267844315461,10.268853455908392,-0.7618088577182766,-0.4022554974226273,0.5412656774490853,0.05285022229656034,-0.07098039536365547,-0.11940215264206899,-0.10905769333198749,-1.8315279142038956e-09,1.3452954118933563e-15,-1.0870198372262243e-15,7.767542968857972e-18,-1.13110915046329e-17,-4.7923577060388963e-17
P_PIN_R2,0.12032632075444792,-3.3909511085940354,2.253859543492868,6.051142909025464,2.4245329238979982,11.971825827914033,-5.260201192896318,8.527493034726936,-2.1746445915278327,10.382617600935637,3.779217345688829,-0.34481189333479473,-0.8645900156137062,-4.662379041570517,-0.09884073052477159,0.04423976592956007,-0.19783571765826494,-0.04085258401807475,-0.05712632073870635,-0.0083022297254905,-0.02364005463411042,-1.2410724660274126e-10,1.3452954118933605e-15,-1.0870198372262275e-15,7.767542968858463e-18,-1.131109150463355e-17,-4.792357706038901e-17
P_PIN_R3,-6.526119384884797,-4.776123847946905,-2.0937373580294873,-2.604131706115361,-0.9963912703046733,-2.1612309651971393,-0.543899809644334,-1.1902595474395634,1.5635675747383448,1.403130137504616,1.1187490299460932,0.6832928748895783,-8.871426606189884,2.214550256150832,9.296975202550739,2.6051304125990615,-1.561507256153138,0.7066065449380989,0.49006713165306104,0.6016102765833846,0.24933052095769984,5.50117177928103e-11,1.3452954118933563e-15,-1.0870198372262247e-15,7.767542968858402e-18,-1.131109150463339e-17,-4.79235770603888e-17
P_RM_R1,14.011596666577752,-0.48484634921345354,12.182141184893897,3.297896026100728,-1.5926396774415934,-1.8595172091250942,-4.006715861566557,-2.019460048811856,-0.4462557237306789,-9.674955075447182,6.356342671357586,1.7389188431312532,-0.8545438803121137,-7.674555592939786,1.2399504017753573,0.6890745030682833,0.07899225367532939,0.008624922575440319,-0.12749029924279798,-0.01531214315788839,-0.13153649886492963,8.800924399612547e-09,1.3452954118933597e-15,-1.0870198372262269e-15,7.767542968858399e-18,-1.1311091504633683e-17,-4.7923577060388896e-17
P_RM_R2,2.3058197191732637,-3.3396375373977314,12.419761669573877,7.246618177776708,2.805453449424793,9.833159064400897,-7.040764069906714,-4.64958814205135,5.356602248293313,-1.9107232964559009,-11.13199340303715,-0.49211850050353484,-0.811304279106531,1.6608931396116442,-0.43044101321632355,-0.059680660046461664,-0.45691326865166987,-0.012954107328367954,0.04486828075301068,0.03610916931818362,0.0775990992181482,1.8830736907899706e-09,1.3452954118933563e-15,-1.0870198372262251e-15,7.767542968858262e-18,-1.1311091504633299e-17,-4.792357706038874e-17
P_RM_R3,-6.324539854113747,-6.018338711733571,-0.9691288747356486,-1.5202637574287452,-1.5041769031968286,0.020440386069210045,-0.5713599315268603,0.17254198516232863,-2.439134417037019,-0.0640875238713062,-2.154889931593476,-0.6227342818184697,10.045171075876565,-0.6581954296905189,8.260623609771006,-0.5404788351152874,1.6866133527684772,1.4838460101159232,-1.0630796729504524,-0.5776490188019693,-1.0595122329936009,7.621912955141966e-10,1.3452954118933571e-15,-1.0870198372262265e-15,7.767542968858144e-18,-1.1311091504633496e-17,-4.7923577060388655e-17
F1_VM_R1,-4.9961166007864986,17.77943424784245,3.6979291726368926,-8.344750000356136,-1.406514977913438,1.9571142002011437,-0.6870527053232116,-0.07740546842724676,-0.38204054275660854,0.4192073881651914,-0.018679509244796718,-0.29944581354537686,0.12868141216816675,0.18128668174178925,-0.03367882378859093,-0.0579483659447517,-0.03335027836491302,0.019004314380117997,-0.01974248990410774,0.015582891533696179,-0.0048597141236918695,9.796931357856547e-11,9.198754211897887e-16,-1.2541964990810104e-15,1.0538280992758012e-15,-3.404552845826519e-15,-7.349438632770876e-17
F1_VM_R2,-4.996116600786499,17.779434247842445,3.6979291726368917,-8.344750000356136,-1.4065149779134387,1.9571142002011428,-0.6870527053232123,-0.07740546842724648,-0.3820405427566086,0.41920738816519215,-0.018679509244796347,-0.29944581354537797,0.12868141216816498,0.18128668174178847,-0.03367882378859109,-0.057948365944751404,-0.033350278364911806,0.019004314380118476,-0.019742489904106722,0.015582891533694014,-0.0048597141236927845,9.796930969246021e-11,1.3546703795604017e-15,-1.0887106634529183e-15,2.4214330968472525e-15,2.5980003286237532e-15,-1.509086037308259e-16
F1_VM_R3,-4.996116600786499,17.779434247842445,3.697929172636891,-8.344750000356136,-1.4065149779134392,1.9571142002011428,-0.6870527053232119,-0.07740546842724676,-0.3820405427566093,0.41920738816519226,-0.018679509244796593,-0.29944581354537897,0.1286814121681648,0.18128668174178766,-0.03367882378859226,-0.05794836594475177,-0.03335027836491317,0.019004314380118476,-0.019742489904105667,0.015582891533693776,-0.004859714123692574,9.796936461299073e-11,1.7613404349298843e-15,-9.181523491447524e-16,-3.451958567216479e-15,7.726192426888669e-16,8.063225887736808e-17
F1_PIN_R1,39.454320884276946,-0.6446898860393802,-11.679880802560913,-8.012912483124344,-4.176574290598883,-2.255818191642024,-2.662009431760557,2.258272908147152,1.4254791897708865,1.5054798621358603,-3.701987271009453,-0.18044211916353772,-0.021825109271808706,-0.4116016024446786,-0.04079600179755553,0.11691859282634749,-0.2744011700293446,-0.03212905596963058,-0.0035760467528801586,0.02543165281571617,0.0441894900410556,0.0005997921643957789,1.3452954118920734e-15,-1.0870198372261318e-15,7.767542968892486e-18,-1.1311091504619995e-17,-4.7923577060318015e-17
F1_PIN_R2,19.631225091448698,-0.6721319868043911,-7.657441572130969,-2.7761232629978747,1.2323543157301184,4.897796973431457,5.647471977891047,-2.4811995866709737,0.3172184805931399,0.30896870317673136,-0.6730543060076902,0.06508717717457868,-0.11060009584123401,-0.6412584455040687,0.04621265519275262,-0.17263321558714342,-0.044784843324842914,0.0014882502058857169,0.019565138272057053,0.002211476589335399,0.013738465917341144,-0.0011995757443868961,1.3452954118959239e-15,-1.0870198372264174e-15,7.767542968789965e-18,-1.131109150465982e-17,-4.792357706053032e-17
F1_PIN_R3,-0.19215486759330616,-0.6995822553128429,-3.6348047004663058,2.460765431228339,6.641327140017958,12.051300191733088,13.957266855549733,-7.220584053595122,-0.7910964023597324,-0.8873430587742264,2.3558378253568666,0.3105975804189368,-0.19936453272980958,-0.8707572676308034,0.13318978744700444,-0.46220800233796955,0.18483276036134014,0.035109804808608515,0.042726425109953836,-0.020995610160967362,-0.016696427608085384,0.0005997860380633227,1.3452954118920736e-15,-1.08701983722613e-15,7.767542968892381e-18,-1.1311091504619856e-17,-4.792357706031849e-17
F1_RM_R1,-6.239073236762553,-5.797840133390247,-1.127240461631,-2.093665266937715,-2.2215552560698724,-1.1944786557618945,-0.7064350634183554,-0.8719353718614333,-1.570342319787609,-0.2505443368073793,-0.0956741122657008,-0.4258152719736886,1.5331112229973252,-0.46596690988674583,-0.4902876919145721,-1.5195048075500275,0.026967472391641427,-0.6946957308679022,0.13683405592573508,1.3560073600624902,7.011774206295703,-1.1889971925290814e-09,1.345295411893359e-15,-1.087019837226228e-15,7.767542968858279e-18,-1.1311091504633046e-17,-4.792357706038955e-17
F1_RM_R2,-6.6375132575895766,-6.323064655579949,-1.3173361049590355,-2.7908698830312617,-2.5074413703681615,-1.8104948695108318,-0.6454401026065864,-1.4203418055092283,-1.6167336802041012,0.008443843506763865,-0.2486385227504382,-1.787921022707142,-1.89531306025069,-0.31617381877039585,-1.3264645714375694,-2.9253012940866516,-0.5022510498167858,-2.807037044387847,-4.446454278627842,-1.5516834724333128,-0.838967646905058,7.232621423239237e-10,-9.085628648629123e-16,-2.2277712339428503e-15,-1.845856479338171e-16,2.579148264410933e-17,-2.3019451202518994e-15
F1_RM_R3,-6.6375132575895766,-6.323064655579949,-1.3173361049590373,-2.7908698830312604,-2.507441370368161,-1.8104948695108314,-0.6454401026065832,-1.4203418055092303,-1.6167336802041028,0.008443843506763882,-0.2486385227504372,-1.787921022707142,-1.8953130602506911,-0.3161738187703954,-1.3264645714375713,-2.925301294086652,-0.5022510498167857,-2.8070370443878487,-4.446454278627843,-1.551683472433315,-0.8389676469050561,7.232622317968536e-10,3.599153688649625e-15,5.3731559490396684e-17,2.001207338715336e-16,-4.84136656533763e-17,2.2060979661311213e-15
