Accession,C_VM_R1,C_VM_R2,C_VM_R3,C_PIN_R1,C_PIN_R2,C_PIN_R3,C_RM_R1,C_RM_R2,C_RM_R3,P_VM_R1,P_VM_R2,P_VM_R3,P_PIN_R1,P_PIN_R2,P_PIN_R3,P_RM_R1,P_RM_R2,P_RM_R3,F1_VM_R1,F1_VM_R2,F1_VM_R3,F1_PIN_R1,F1_PIN_R2,F1_PIN_R3,F1_RM_R1,F1_RM_R2,F1_RM_R3
O80432,0.0,0.0,0.0,0.0,0.0,0.0,0.17182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O81536,0.0,0.0,0.0,0.0,0.0,0.0,0.16751,0.0,0.0,0.0,0.0,0.0,0.04457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10521,0.0526,0.0,0.0,0.0,0.0
O82777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23507,0.11754,0.0,0.0,0.0,0.0
P05116,0.0,0.0,0.0,0.0,0.0,0.0,0.26371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05117,0.0,0.0,0.0,0.0,0.0,1.15444,1.11278,2.5751,2.39812,0.0,0.0,0.0,0.40318,0.45608,4.53602,0.45608,0.67821,0.0,0.0,0.0,0.0,0.30806,0.72893,1.14979,0.0,3.61498,3.61498
P05349,0.0,1.59494,1.59494,0.0,0.0,0.0,0.20341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07370,0.0,0.97892,0.97892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04055,0.0,0.0,0.08495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37589,0.75178,0.0,0.0,0.0
P12372,0.32813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17786,4.84243,0.54546,0.54546,0.0,0.0,0.87756,0.66766,0.0,2.37375,0.0,11.86206,0.0,0.12248,0.18875,0.0,0.44825,0.57604,2.5733,1.12551,1.12551,1.12551,0.66115,0.56849,0.47583,0.0,5.07404,5.07404
P21568,0.76023,0.0,0.0,0.0,0.0,0.99723,0.49345,0.0,0.0,0.0,0.0,0.0,1.20813,0.72342,0.0,0.35973,0.23472,0.0,0.0,0.0,0.0,0.89765,1.06882,1.24,0.0,0.0,0.0
P23322,1.6163,0.72803,0.72803,0.0,0.0,0.82124,0.16751,0.0,0.0,1.36644,0.0,5.02717,0.34555,0.86165,0.0,0.11684,0.1226,0.0,0.74529,0.74529,0.74529,0.39005,0.19503,0.0,0.0,0.0,0.0
P24157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12986,0.06493,0.0,0.0,0.0,0.0
P25469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54693,0.27347,0.0,0.0,0.0,0.0
P26300,0.36062,0.52418,0.52418,0.0,13.93222,0.84236,0.81938,0.0,1.26242,0.0,0.0,0.0,0.34374,0.32838,2.15137,0.34315,0.0,0.0,0.88617,0.88617,0.88617,1.14457,0.80136,0.45814,0.0,0.0,0.0
P27065,0.79109,0.45585,0.45585,0.0,0.0,0.0,0.55232,0.0,0.9066,0.0,0.0,0.0,0.2317,0.20488,2.41057,0.179,0.16126,0.0,0.80588,0.80588,0.80588,0.38721,0.45186,0.51652,0.0,0.0,0.0
P29000,0.0,0.0,0.0,0.0,0.0,0.0,1.42675,0.0,7.36985,0.0,0.0,0.0,0.45538,0.0,0.0,2.10738,0.83506,0.0,0.0,0.0,0.0,2.32612,1.16306,0.0,0.0,0.0,0.0
P30221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24887,0.54953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P30264,0.0,0.0,0.0,0.0,0.0,0.0,0.4183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47821,0.23911,0.0,0.0,0.0,0.0
P31542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12512,0.06256,0.0,0.0,0.0,0.0
P32045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13412,0.0,0.0,0.0,0.36893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P36181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05118,0.02559,0.0,0.0,0.0,0.0
P38415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814,0.06385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02085,0.09091,0.16097,0.0,0.0,0.0
P38416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22588,0.0,0.0,0.25658,0.0,0.0,0.0,0.0,0.0,0.66778,0.33389,0.0,0.0,0.0,0.0
P38546,0.0,0.97892,0.97892,0.0,0.0,0.0,0.24888,0.0,0.0,0.0,0.0,0.0,0.50417,0.0,0.0,0.21273,0.28719,0.0,1.32396,1.32396,1.32396,0.41422,0.66702,0.91983,0.0,0.0,0.0
P43280,0.0,0.77059,0.77059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13814,0.0,0.0,0.24887,0.0,0.0,1.98442,1.98442,1.98442,0.74172,0.37086,0.0,0.0,0.0,0.0
P43282,0.87719,0.52418,0.52418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17853,1.17853,1.17853,0.0,0.0,0.0,0.0,0.0,0.0
P49118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06526,0.0,0.0,0.0,0.0,0.0,0.40522,0.20261,0.0,0.0,0.0,0.0
P54153,0.0,0.0,0.0,0.0,0.0,1.64484,1.175,0.0,0.0,0.0,0.0,0.0,0.38029,0.49187,0.0,0.4517,1.04604,10.48773,0.0,0.0,0.0,0.33223,0.16612,0.0,0.0,0.0,0.0
P54928,0.0,0.0,0.0,0.0,0.0,0.0,0.18618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P93211,0.0,0.0,0.0,0.0,0.0,0.0,0.20963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15379,0.0,0.0,0.41506,0.41506,0.41506,0.0,0.0,0.0,0.0,0.0,0.0
P93212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P93213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P93214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05501,0.0,0.0,0.15379,0.34463,0.0,0.19541,0.19541,0.19541,0.0,0.0,0.0,0.0,0.0,0.0
P93224,0.0,0.74819,0.74819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P93841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q05538,0.0,0.0,0.0,0.0,0.0,0.0,0.49345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33223,0.16612,0.0,0.0,0.0,0.0
Q08304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q08307,0.0,0.15792,0.15792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781,0.09893,0.0,0.02509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q08655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33792,1.18092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q0ZPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.11151,0.0,0.0,0.0,0.0,0.0,0.1044,0.0,0.0,0.15079,0.12868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2MI87,0.2599,0.46257,0.46257,0.0,0.0,0.0,0.12396,0.0,0.0,0.0,0.0,0.0,0.08292,0.0,0.0,0.08955,0.0,0.0,0.88617,0.88617,0.88617,0.0,0.0,0.0,0.0,0.0,0.0
Q2MI93,1.20695,1.56246,1.56246,0.0,0.0,0.63118,1.68472,0.0,1.82296,0.33086,0.0,0.0,0.51441,0.34171,2.22913,1.73856,0.66938,0.0,3.08873,3.08873,3.08873,1.35406,1.21654,1.07903,0.0,0.0,0.0
Q2MIA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78771,0.78771,0.78771,0.0,0.0,0.0,0.0,0.0,0.0
Q2MIB5,0.4857,1.44598,1.44598,0.0,0.0,1.04415,0.61789,0.0,2.85143,1.11292,0.0,0.0,0.35218,0.41048,0.0,0.61125,0.60144,0.0,1.64965,1.64965,1.64965,1.09528,1.20037,1.30545,0.0,0.0,0.0
Q38JD4,0.0,0.0,0.0,0.0,0.0,0.0,1.03476,0.0,0.0,0.0,0.0,0.0,0.92823,0.0,0.0,0.83503,0.88919,0.0,0.0,0.0,0.0,0.0,0.41392,0.82784,0.0,0.0,0.0
Q38MV0,0.32813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33629,0.33629,0.33629,0.10521,0.0526,0.0,0.0,0.0,0.0
Q3C2L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3I5C4,0.0,0.34833,0.34833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25178,0.35153,0.0,0.14435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3SC85,0.69038,0.40209,0.40209,0.0,0.0,0.0,0.27999,0.0,0.0,0.0,0.0,0.0,0.07208,0.0,0.0,0.04132,0.0,0.0,0.0,0.0,0.0,0.27725,0.13862,0.0,0.0,0.0,0.0
Q40129,0.72287,0.0,0.0,0.0,0.0,0.0,0.61071,0.0,0.0,0.0,0.0,0.0,0.2562,0.0,0.0,0.14688,0.51418,0.0,1.4103,1.4103,1.4103,0.0,0.0,0.0,0.0,0.0,0.0
Q40144,0.0,0.0,0.0,0.0,0.0,0.0,0.50446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24887,0.0,0.0,0.50595,0.50595,0.50595,0.0,0.0,0.0,0.0,0.0,0.0
Q41328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q41350,0.45971,1.80327,1.80327,0.0,0.0,1.82551,0.0,0.0,0.0,0.79924,0.0,0.0,1.16717,1.98644,0.0,0.32588,0.63734,0.0,0.70894,0.70894,0.70894,0.54693,0.96157,1.37621,0.0,0.0,0.0
Q42872,0.0,0.0,0.0,0.0,0.0,0.0,0.26371,0.0,0.0,0.0,0.0,0.0,0.2317,0.0,0.0,0.08403,0.13531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q42896,0.0,0.58242,0.58242,0.0,0.0,0.0,0.0,0.0,0.0,0.73908,0.0,0.0,0.1044,0.0,0.0,0.07919,0.12868,0.0,1.0422,1.0422,1.0422,0.17488,0.08744,0.0,0.0,0.0,0.0
Q52QQ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1799,0.0,0.0,0.07689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5NE17,0.0,0.0,0.0,0.0,0.0,0.0,0.12396,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.05387,0.0,0.0,0.0,0.0,0.0,0.12275,0.06137,0.0,0.0,0.0,0.0
Q5NE18,0.22579,0.22624,0.22624,0.0,0.0,0.47397,0.09668,0.0,0.0,0.0,0.0,0.0,0.21865,0.14173,0.0,0.489,0.11156,0.0,0.30599,0.30599,0.30599,0.15071,0.35661,0.56251,0.0,0.0,0.0
Q5NE21,0.0,0.0,0.0,0.0,0.0,0.64292,0.13114,0.0,0.0,0.0,0.0,0.0,0.05501,0.0,0.0,0.07183,0.0,0.0,0.0,0.0,0.0,0.20758,0.10379,0.0,0.0,0.0,0.0
Q5QJB4,0.0,0.0,0.0,0.0,0.0,0.0,0.37236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63243,0.29823,0.0,0.0,0.0,0.0,0.15829,0.07914,0.0,0.0,0.0,0.0
Q672Q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6E4P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6IV07,0.0,0.23744,0.23744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04256,0.0,0.0,0.0,0.0,0.0,0.32114,0.32114,0.32114,0.0,0.0,0.0,0.0,0.0,0.0
Q6QLU0,0.0,0.34833,0.34833,0.0,0.0,0.72973,0.46329,0.0,1.51589,0.0,0.0,0.0,0.19436,0.67922,0.0,0.22504,0.27669,0.0,0.0,0.0,0.0,0.45877,0.50445,0.55013,0.0,0.0,0.0
Q6SKP4,0.0,0.0,0.0,0.0,0.0,0.0,0.04259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6T2D2,0.0,0.37409,0.37409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706,0.23435,0.0,0.12132,0.42968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7M222,0.25503,1.04276,1.04276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18693,0.65325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Y240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q84T86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8GT30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10842,0.0,0.0,0.08955,0.0,0.0,0.0,0.0,0.0,0.11422,0.05711,0.0,0.0,0.0,0.0
Q8GZD8,0.24366,0.0,0.0,0.0,0.0,0.0,0.29051,0.0,0.0,0.0,0.0,0.0,0.19436,0.0,0.0,0.30171,0.27669,0.0,0.47111,0.47111,0.47111,0.28768,0.4189,0.55013,0.0,0.0,0.0
Q8GZR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8H6B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8S4R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8SA58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q93X44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q93YH0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9AXQ3,1.08512,0.97892,0.97892,0.0,0.0,4.33619,1.2018,10.13803,2.5346,0.0,0.0,11.77536,0.50417,2.33587,0.0,0.15079,1.02063,13.076,1.32396,1.32396,1.32396,0.41422,0.20711,0.0,37.437,0.0,0.0
Q9AXQ5,0.0,0.58242,0.58242,0.0,0.0,3.07381,0.24888,0.0,0.0,0.0,0.0,0.0,0.26303,1.29669,0.0,0.1006,0.7235,7.77977,0.78771,0.78771,0.78771,0.24645,0.12323,0.0,0.0,0.0,0.0
Q9LEG3,0.0,0.43569,0.43569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04477,0.0,0.0,2.54945,2.54945,2.54945,0.18436,0.09218,0.0,0.0,0.0,0.0
Q9LEG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9M5A8,0.0,0.32705,0.32705,0.0,0.0,1.09812,0.31971,0.0,2.28114,2.011,0.0,0.0,0.13412,0.6287,0.0,0.16668,1.19405,0.0,0.70894,0.70894,0.70894,0.42465,0.80314,1.18163,0.0,0.0,0.0
Q9SDZ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04123,0.02062,0.0,0.0,0.0,0.0
Q9XEX8,0.13645,0.30689,0.30689,0.0,0.0,0.0,0.13114,0.0,0.0,0.32657,0.0,0.0,0.21464,1.14864,3.55106,0.09588,1.09133,9.33572,0.41506,0.41506,0.41506,0.0,0.24234,0.48468,0.0,0.0,0.0
Q9XEX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9ZP31,0.0,0.0,0.0,0.0,0.0,0.0,0.55232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9ZS44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05782,0.02891,0.0,0.0,0.0,0.0
Q9ZS45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05501,0.0,0.0,0.03154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
