component,varianza_27_muestras_pct,varianza_23_muestras_pct
PC1,31.824004538251916,31.872721809878325
PC2,15.056293606853751,15.323943939493322
PC3,11.143469720096624,11.350742234271552
PC4,8.41218972309127,8.657334610212777
PC5,6.225727121731947,5.535664567475867
PC6,4.704147964446699,4.8613499057160245
