condicion,n_muestras_27,dispersion_27,n_muestras_23,dispersion_23
C_VM,3,0.9869485016109373,2,1.3605792796712721
C_PIN,3,1.2367551495295481,3,1.3182299701660558
C_RM,3,11.104683725017265,3,10.542334212540071
P_VM,3,0.22471842056985294,3,0.3396878024505723
P_PIN,3,23.56362406317801,3,21.520759440094277
P_RM,3,62.21613337685407,3,57.94061014540507
F1_VM,3,3.0192260624019602e-15,1,
F1_PIN,3,32.65021563482664,3,31.11202682197924
F1_RM,3,0.19737965293764104,2,0.2858072873152365
